Occupation;Age;Subscriptions;Already went to karaoke;Lead Source;Total Visits;Total Time Spent on Website;Page Views Per Visit;Converted
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Direct Traffic;5;1436;1.67;0
Business;30-40;;Yes;Direct Traffic;2;1133;2;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;2;388;2;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Engineering;18-30;Both;Yes;Direct Traffic;2;1651;2;1
Engineering;18-30;Netflix;Yes;Google;4;1606;4;1
Business;30-40;Netflix;Yes;Facebook;2;992;1;1
;;;Yes;Direct Traffic;4;1678;2;0
Business;30-40;;Yes;Google;6;726;2;0
Business;30-40;None;Yes;Google;8;1286;4;1
Business;30-40;Netflix;Yes;Direct Traffic;6;184;6;0
;;;No;Direct Traffic;6;330;3;0
Business;30-40;;No;Direct Traffic;2;171;2;0
Unemployed/other;40+;None;Yes;Google;2;942;2;0
Business;30-40;Both;Yes;Google;6;1803;3;1
Law;30-40;Netflix;Yes;Google;5;451;5;1
Business;30-40;;Yes;Direct Traffic;3;141;3;0
Unemployed/other;40+;None;Yes;Google;3;301;3;0
Business;30-40;Netflix;Yes;Direct Traffic;2;1530;2;1
;;;Yes;Direct Traffic;11;1086;5.5;1
Business;30-40;None;Yes;Direct Traffic;6;252;6;0
Business;30-40;;Yes;Direct Traffic;11;702;2.75;1
Business;30-40;;No;Google;2;38;2;0
;;;No;LaNoche.com;7;259;2.33;0
;;;Yes;Direct Traffic;5;1443;2.5;1
Business;30-40;;Yes;Google;5;781;5;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;2;80;2;0
Business;30-40;;Yes;Google;8;396;2.67;1
Business;30-40;;Yes;Google;4;1166;4;0
;;;No;Direct Traffic;5;583;5;0
Engineering;18-30;None;Yes;Google;2;1318;2;1
Engineering;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;;Yes;Google;6;1129;3;1
;;;No;Direct Traffic;1;355;1;0
Engineering;18-30;Spotify;Yes;Google;5;830;5;1
;;;Yes;Facebook;4;164;1.33;0
Engineering;18-30;Both;Yes;Direct Traffic;4;1503;2;1
Engineering;18-30;Netflix;Yes;Direct Traffic;4;21;4;0
;;;Yes;Direct Traffic;7;386;2.33;0
;;;Yes;Direct Traffic;2;460;2;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;2;849;2;1
Business;30-40;;Yes;Direct Traffic;14;545;7;0
Business;30-40;None;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;8;960;2.67;1
Business;30-40;;No;Direct Traffic;3;300;3;0
Medical;35-50;None;Yes;Direct Traffic;3;1678;1.5;0
Business;30-40;;Yes;Google;7;215;7;0
;;;Yes;Direct Traffic;5;901;5;0
Business;30-40;None;Yes;Facebook;0;0;0;1
Business;30-40;None;Yes;Facebook;0;0;0;1
Business;30-40;None;Yes;Direct Traffic;2;379;2;0
Business;30-40;Netflix;Yes;Google;6;1251;2;1
;;;Yes;Facebook;2;166;1;1
Engineering;18-30;Spotify;Yes;Google;7;970;2.33;1
Business;30-40;None;Yes;Direct Traffic;2;1521;2;1
;;;Yes;Direct Traffic;3;163;1.5;0
Business;30-40;;Yes;Google;2;306;2;0
;;;No;Direct Traffic;2;1064;2;0
Engineering;18-30;Spotify;Yes;Google;;940;;1
Business;30-40;;Yes;Google;5;176;2.5;0
Business;30-40;None;No;Direct Traffic;2;453;2;0
;;;Yes;Direct Traffic;3;1410;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Google;3;1431;1;1
Business;30-40;None;Yes;Google;4;685;4;0
Law;30-40;Netflix;Yes;Google;3;143;3;1
Engineering;18-30;Both;Yes;Google;2;910;2;1
;;;Yes;Direct Traffic;8;391;8;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;2;1036;2;0
Business;30-40;None;Yes;Direct Traffic;6;1197;3;1
Business;30-40;;Yes;Facebook;0;0;0;0
;;;No;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;2;39;2;1
Business;30-40;Netflix;Yes;Google;5;157;5;0
Business;30-40;None;Yes;Google;5;1027;5;1
Business;30-40;;No;Facebook;0;0;0;0
Engineering;18-30;Spotify;Yes;Google;23;176;2.56;0
Business;30-40;;Yes;Direct Traffic;5;278;2.5;0
Business;30-40;;Yes;Google;1;69;1;1
;;;Yes;Google;5;1449;5;0
Business;30-40;;Yes;Google;4;733;4;1
Business;30-40;;Yes;Facebook;10;293;2.5;0
Engineering;18-30;Both;Yes;Google;3;1646;3;1
Business;30-40;None;Yes;Direct Traffic;8;84;8;0
;;;Yes;Google;3;215;3;0
;;;No;Direct Traffic;2;165;2;0
Business;30-40;None;Yes;Facebook;1;689;1;0
Business;30-40;Netflix;Yes;Google;4;1557;2;1
Business;30-40;;Yes;Google;3;983;3;0
;;;Yes;Google;2;256;2;0
Engineering;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Google;2;231;2;0
Law;18-30;Netflix;Yes;Direct Traffic;3;1494;3;1
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;Netflix;Yes;Direct Traffic;3;256;3;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;2;906;2;0
Business;30-40;Netflix;Yes;Google;19;1569;4.75;1
Unemployed/other;40+;None;Yes;Google;4;1375;4;1
Engineering;30-40;Netflix;Yes;Google;3;1127;3;1
Unemployed/other;40+;Both;No;Google;12;218;12;0
Engineering;30-40;;Yes;Google;4;1433;4;0
Business;30-40;None;Yes;Direct Traffic;3;34;3;0
Engineering;30-40;Netflix;Yes;Google;7;14;1.75;1
Engineering;30-40;None;Yes;Direct Traffic;12;1354;6;0
Engineering;30-40;;Yes;Google;4;1622;4;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;3;65;3;0
Law;30-40;None;Yes;Direct Traffic;4;1300;4;1
Unemployed/other;40+;None;Yes;Google;6;114;6;0
Unemployed/other;40+;None;No;Direct Traffic;2;18;2;0
;;;Yes;Direct Traffic;2;1017;2;1
Engineering;30-40;Netflix;Yes;Direct Traffic;2;1417;2;0
Engineering;30-40;;Yes;Direct Traffic;3;283;3;0
Engineering;30-40;None;Yes;Direct Traffic;4;308;4;0
;;;Yes;Direct Traffic;2;1122;2;0
Engineering;30-40;;No;Direct Traffic;4;140;4;0
;;;Yes;Google;11;1107;2.75;1
Unemployed/other;40+;Netflix;No;Google;4;804;4;0
Engineering;30-40;None;Yes;Google;1;363;1;0
Medical;35-50;None;Yes;Direct Traffic;14;143;1.56;0
Unemployed/other;40+;None;Yes;Direct Traffic;2;181;2;0
Unemployed/other;40+;None;No;Direct Traffic;1;832;1;0
;;;Yes;Direct Traffic;3;1577;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Google;5;22;5;0
Engineering;30-40;Netflix;Yes;Direct Traffic;1;500;1;0
Engineering;30-40;None;Yes;Direct Traffic;5;469;5;1
Law;18-30;Spotify;Yes;Google;7;1600;2.33;1
;;;Yes;Direct Traffic;5;283;2.5;0
Engineering;30-40;Netflix;Yes;Direct Traffic;3;1287;3;1
Engineering;30-40;;Yes;Direct Traffic;2;96;2;0
Medical;35-50;None;Yes;Direct Traffic;13;293;3.25;0
Medical;35-50;None;No;Google;16;462;16;0
Engineering;30-40;None;Yes;Direct Traffic;2;145;2;0
;;;Yes;Direct Traffic;1;400;1;0
Engineering;30-40;;Yes;Direct Traffic;4;80;4;0
Engineering;30-40;Spotify;No;Direct Traffic;9;1291;3;0
;;;Yes;Direct Traffic;8;547;2.67;0
Engineering;30-40;;Yes;Direct Traffic;1;161;1;0
Law;30-40;Netflix;Yes;Google;4;83;4;1
;;;Yes;Google;2;1371;2;0
Engineering;30-40;Spotify;Yes;Direct Traffic;4;436;4;0
Engineering;30-40;Both;Yes;Google;;1445;;1
Engineering;30-40;None;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Direct Traffic;2;85;2;0
;;;Yes;Google;7;1087;7;0
Engineering;30-40;None;Yes;Direct Traffic;9;1390;4.5;1
;;;Yes;Direct Traffic;4;1188;4;1
;;;No;Direct Traffic;2;289;2;0
Medical;35-50;None;No;Direct Traffic;3;232;3;0
Engineering;30-40;None;Yes;Direct Traffic;5;313;5;0
;;;No;Direct Traffic;18;84;4.5;0
;;;Yes;Google;2;140;2;0
;;;No;Google;6;771;6;0
Engineering;30-40;;Yes;Direct Traffic;2;143;2;0
;;;Yes;Google;8;177;4;0
;;;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Direct Traffic;7;60;7;0
;;;No;Direct Traffic;7;30;7;0
;;;Yes;Google;1;493;1;0
;;;No;Direct Traffic;1;82;1;0
Engineering;30-40;None;Yes;Google;5;1593;5;1
Law;18-30;Spotify;Yes;Google;19;1377;6.33;1
;;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;5;146;2.5;1
;;;Yes;Facebook;0;0;0;1
;;;No;Direct Traffic;41;311;1.14;0
Unemployed/other;40+;None;Yes;Direct Traffic;14;1595;14;0
Engineering;30-40;None;No;Direct Traffic;5;946;2.5;0
;;;No;Direct Traffic;6;134;6;0
Engineering;30-40;Spotify;Yes;Google;3;830;3;1
Engineering;18-30;Both;Yes;Google;0;0;0;0
Engineering;30-40;None;Yes;Facebook;0;0;0;1
Engineering;30-40;None;Yes;Google;2;125;2;0
;;;Yes;LaNoche.com;54;1280;4.5;0
Engineering;30-40;None;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Direct Traffic;3;317;1.5;1
Law;18-30;Netflix;Yes;Direct Traffic;2;1207;2;1
Engineering;30-40;Netflix;Yes;Google;5;215;5;0
;;;Yes;Google;7;171;3.5;0
;;;Yes;Direct Traffic;4;1441;2;0
Unemployed/other;40+;None;Yes;Direct Traffic;2;248;2;0
;;;Yes;Direct Traffic;3;338;3;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;3;887;1;1
Engineering;18-30;Both;Yes;Google;5;1269;2.5;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;40+;Spotify;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Google;3;85;3;0
Engineering;18-30;Both;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Google;2;72;2;0
;;;Yes;Direct Traffic;1;389;1;0
Unemployed/other;40+;None;Yes;Direct Traffic;4;120;4;0
Engineering;30-40;;Yes;Direct Traffic;9;1637;9;0
Engineering;30-40;None;Yes;Direct Traffic;7;3;7;0
Law;18-30;Netflix;Yes;Direct Traffic;5;970;5;1
Engineering;30-40;Both;Yes;Direct Traffic;2;981;2;1
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Google;2;842;2;0
Engineering;30-40;;Yes;Direct Traffic;2;231;2;0
;;;No;Direct Traffic;5;232;5;0
Engineering;30-40;;Yes;Google;2;271;2;0
Engineering;30-40;;Yes;Direct Traffic;4;210;2;0
Engineering;30-40;;Yes;Direct Traffic;4;276;4;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Law;18-30;Spotify;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;2;64;2;0
Medical;35-50;None;Yes;Facebook;0;0;0;0
Engineering;18-30;Spotify;Yes;Google;0;0;0;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Direct Traffic;5;430;1.67;0
Engineering;18-30;Both;Yes;Google;0;0;0;1
;;;No;Google;4;252;4;0
Unemployed/other;40+;None;Yes;Facebook;0;0;0;0
;;;Yes;Google;2;91;2;0
Engineering;30-40;;Yes;Direct Traffic;2;52;2;0
;;;No;Google;6;1708;6;0
Engineering;18-30;Both;Yes;Direct Traffic;18;217;1.64;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Spotify;Yes;Google;2;900;2;1
Engineering;18-30;Both;Yes;Google;4;357;4;1
Unemployed/other;40+;None;Yes;Google;3;871;3;0
;;;Yes;Direct Traffic;2;1726;2;1
Engineering;30-40;None;Yes;Direct Traffic;3;262;1.5;0
Engineering;30-40;;Yes;Direct Traffic;5;164;5;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;2;459;2;0
Engineering;30-40;None;Yes;Direct Traffic;2;295;2;0
;;;Yes;Direct Traffic;2;1074;2;1
Engineering;30-40;None;Yes;Direct Traffic;3;172;3;0
Engineering;30-40;;Yes;Direct Traffic;5;398;5;1
Unemployed/other;40+;None;Yes;Direct Traffic;1;169;1;0
;;;No;Direct Traffic;1;216;1;0
Engineering;18-30;None;Yes;Google;3;776;3;1
Engineering;30-40;Spotify;Yes;Direct Traffic;2;1628;2;1
Engineering;30-40;None;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Google;5;89;5;0
Engineering;18-30;Spotify;Yes;Direct Traffic;2;195;2;1
Engineering;30-40;None;Yes;Direct Traffic;2;177;2;0
Engineering;;;No;LaNoche.com;115;187;8.21;0
Engineering;30-40;None;Yes;Direct Traffic;7;171;2.33;0
;;;Yes;Facebook;1;1317;1;0
;;;Yes;Google;2;1437;2;1
Engineering;30-40;;Yes;Google;9;137;9;0
;;;Yes;Facebook;0;0;0;0
Business;35-50;None;Yes;Google;4;355;4;0
;;;Yes;Direct Traffic;2;8;2;0
Engineering;18-30;Both;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Direct Traffic;2;3;2;0
Engineering;30-40;;Yes;Direct Traffic;4;173;2;0
;;;No;Direct Traffic;10;1442;2.5;0
Engineering;18-30;Netflix;Yes;Others;0;0;0;1
Engineering;18-30;None;Yes;Google;5;366;2.5;0
Engineering;30-40;None;Yes;Google;5;1132;5;1
Engineering;30-40;;Yes;Google;6;160;6;0
;;;Yes;Facebook;2;1704;2;0
Engineering;30-40;;Yes;Google;3;264;3;0
Engineering;30-40;None;Yes;Direct Traffic;2;181;2;0
;;;Yes;Direct Traffic;2;1271;2;0
;;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;282;3;1
Unemployed/other;40+;Spotify;Yes;Google;;301;;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Google;3;204;3;1
Law;18-30;Netflix;Yes;Google;3;1324;1;1
Engineering;18-30;Netflix;No;Google;3;1475;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Medical;35-50;None;No;Direct Traffic;1;60;1;0
Law;18-30;Netflix;Yes;Google;3;21;3;1
Engineering;30-40;None;Yes;Google;11;4;11;0
Unemployed/other;40+;Both;Yes;Google;0;0;0;1
Engineering;30-40;Netflix;Yes;Direct Traffic;4;1288;4;1
;;;Yes;Google;8;226;8;0
Engineering;30-40;Netflix;Yes;Direct Traffic;4;901;4;1
;;;No;Facebook;0;0;0;0
Law;30-40;Netflix;Yes;Google;6;297;6;1
Unemployed/other;40+;Netflix;Yes;Facebook;0;0;0;0
Unemployed/other;40+;Both;Yes;Direct Traffic;2;918;2;1
Law;18-30;Netflix;Yes;Facebook;0;0;0;0
Business;35-50;None;Yes;Direct Traffic;1;496;1;1
Law;30-40;Netflix;Yes;Google;6;959;2;1
Engineering;30-40;;Yes;Google;4;904;4;1
;;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;No;Google;4;1052;2;0
Engineering;30-40;Netflix;Yes;Direct Traffic;2;43;2;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Unemployed/other;40+;Netflix;Yes;Google;4;1659;4;1
Engineering;30-40;;Yes;Google;5;498;5;0
Engineering;30-40;None;Yes;Google;5;1592;1.67;0
;;;Yes;Google;3;493;3;0
Law;30-40;Netflix;No;Google;8;815;8;0
Engineering;30-40;;Yes;Direct Traffic;1;517;1;0
Engineering;30-40;;Yes;Direct Traffic;6;173;3;0
Engineering;18-30;None;Yes;Google;5;349;5;0
;;;Yes;Google;4;172;2;0
Law;18-30;Netflix;Yes;Google;9;2125;3;1
;;;No;Google;10;8;10;0
;;;Yes;Google;3;1370;3;1
Engineering;30-40;;Yes;Google;8;403;2;0
Engineering;30-40;None;Yes;Google;5;439;5;0
Engineering;30-40;;Yes;Google;3;75;1.5;0
Engineering;30-40;;Yes;Google;7;461;2.33;0
;;;Yes;Google;3;357;3;0
Engineering;30-40;None;Yes;Direct Traffic;3;228;3;0
;;;Yes;Direct Traffic;14;339;2;0
;;;Yes;Google;3;213;1.5;0
Medical;35-50;None;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;2;1279;2;1
Medical;35-50;None;Yes;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Google;6;504;6;1
Engineering;18-30;Both;Yes;Google;2;1488;2;1
Engineering;18-30;Both;Yes;Google;0;0;0;1
Engineering;30-40;Both;Yes;Google;0;0;0;1
Engineering;30-40;;No;Google;11;33;3.67;0
Medical;35-50;None;Yes;Google;3;49;1.5;0
Engineering;30-40;None;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Direct Traffic;2;1757;2;1
Unemployed/other;40+;None;Yes;Facebook;0;0;0;0
Medical;35-50;None;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;No;Google;0;0;0;0
Law;18-30;Both;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;0;0;0;1
Engineering;30-40;None;Yes;Google;2;289;2;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;No;Direct Traffic;2;39;2;0
Law;30-40;;Yes;Direct Traffic;3;110;3;1
Law;18-30;Netflix;Yes;Direct Traffic;3;248;1.5;1
Engineering;30-40;None;Yes;Direct Traffic;3;404;3;0
Engineering;30-40;;No;Direct Traffic;3;223;1.5;0
;;;Yes;Google;3;514;3;0
Engineering;30-40;;Yes;Google;3;142;3;0
Engineering;30-40;None;Yes;Google;18;237;2.25;0
;;;Yes;Facebook;0;0;0;0
Medical;35-50;None;Yes;Direct Traffic;1;442;1;0
Engineering;18-30;Netflix;Yes;Direct Traffic;3;1607;3;1
;;;Yes;Google;6;22;6;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;4;497;4;0
;;;Yes;Google;4;99;4;0
Unemployed/other;40+;Netflix;Yes;Google;3;1905;3;1
Engineering;30-40;Both;Yes;Direct Traffic;4;1559;4;1
Engineering;30-40;Netflix;Yes;Direct Traffic;4;1086;4;0
;;;Yes;Google;4;439;4;0
Engineering;30-40;None;Yes;Google;21;1587;3.5;1
Engineering;18-30;Both;Yes;Direct Traffic;2;1071;2;1
Engineering;30-40;None;Yes;Direct Traffic;2;1213;2;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;5;743;1.67;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;5;698;5;1
Engineering;30-40;None;Yes;Google;11;30;5.5;0
;;;Yes;Direct Traffic;2;78;2;0
;;;Yes;Google;3;1158;3;1
;;;No;Google;8;40;8;0
Engineering;30-40;;Yes;Google;3;130;3;0
Unemployed/other;40+;None;Yes;Direct Traffic;5;203;5;0
;;;Yes;Direct Traffic;13;936;3.25;0
Engineering;30-40;Netflix;No;Google;2;374;2;0
;;;Yes;Direct Traffic;2;33;2;0
Business;40+;Spotify;Yes;Google;4;1644;4;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;8;1594;2.67;1
;;;Yes;Google;4;1038;2;1
Unemployed/other;40+;None;No;Direct Traffic;6;378;3;0
;;;Yes;Google;4;618;4;1
;;;No;Google;3;368;3;0
Engineering;30-40;Both;Yes;Google;22;759;4.4;1
Law;40+;Spotify;Yes;Google;3;1052;3;1
Engineering;30-40;;Yes;Google;5;93;5;0
;;;Yes;Direct Traffic;2;866;2;0
Engineering;30-40;;Yes;Google;3;303;3;0
;;;Yes;Facebook;0;0;0;1
Law;30-40;Netflix;Yes;Google;4;1052;4;1
Engineering;30-40;Netflix;Yes;Direct Traffic;2;1191;2;0
Engineering;30-40;;Yes;Google;6;1100;6;0
Engineering;30-40;;Yes;Google;3;1411;3;0
Unemployed/other;40+;None;Yes;Google;5;185;2.5;0
;;;Yes;Direct Traffic;4;1933;4;1
Engineering;30-40;None;Yes;Direct Traffic;2;66;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;2;128;2;0
Engineering;30-40;;Yes;Direct Traffic;5;157;5;0
Engineering;30-40;None;No;Google;2;146;2;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;2;206;2;0
Engineering;30-40;None;No;Direct Traffic;4;281;2;0
Engineering;30-40;;Yes;Google;4;22;4;0
Medical;35-50;None;Yes;Direct Traffic;2;246;2;0
;;;Yes;Direct Traffic;2;1305;2;1
Engineering;18-30;None;Yes;Direct Traffic;11;1478;2.75;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
;;;No;Google;10;371;3.33;0
Engineering;30-40;None;Yes;Direct Traffic;2;273;2;0
Engineering;18-30;Spotify;Yes;Google;5;1;1.67;1
Engineering;30-40;;Yes;Direct Traffic;2;882;2;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Google;3;233;1.5;0
;;;Yes;Google;2;804;2;1
Engineering;30-40;;Yes;Direct Traffic;2;179;2;0
Engineering;30-40;None;Yes;Google;5;60;1.67;0
Engineering;30-40;None;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;6;83;3;0
;;;Yes;Direct Traffic;2;150;2;0
Law;30-40;Netflix;Yes;Direct Traffic;15;1000;7.5;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;None;No;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;None;Yes;Facebook;0;0;0;0
;;;Yes;Google;4;750;4;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Law;30-40;Netflix;Yes;Google;0;0;0;1
Unemployed/other;40+;None;Yes;Google;9;367;2.25;0
Engineering;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;30-40;Netflix;Yes;Google;0;0;0;1
Law;30-40;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
;;;Yes;Google;3;76;3;0
Engineering;30-40;None;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;4;225;4;0
Law;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;2;219;2;0
Law;18-30;Netflix;Yes;Google;2;426;2;1
;;;Yes;Facebook;3;387;1;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Facebook;0;0;0;1
Engineering;30-40;;No;Google;2;176;2;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
;;;Yes;Facebook;2;31;2;0
Engineering;30-40;;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;40+;Spotify;Yes;Direct Traffic;5;876;5;1
Engineering;30-40;;Yes;Google;4;540;4;1
Engineering;18-30;Both;Yes;Direct Traffic;3;62;1.5;0
Engineering;30-40;None;Yes;Direct Traffic;2;68;2;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Law;40+;Spotify;Yes;Google;;373;;1
Engineering;30-40;None;No;Direct Traffic;2;260;2;0
;;;Yes;Google;2;287;2;0
Engineering;18-30;None;Yes;Direct Traffic;4;266;2;0
Engineering;18-30;Both;Yes;Google;4;991;4;1
Engineering;18-30;Both;Yes;Direct Traffic;4;1628;4;1
Medical;35-50;None;Yes;Direct Traffic;1;485;1;0
Engineering;30-40;;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Others;;506;;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;1;329;1;0
Engineering;30-40;None;Yes;Direct Traffic;2;216;2;0
Engineering;30-40;None;Yes;Google;9;246;3;0
Business;35-50;None;Yes;Direct Traffic;2;1420;2;0
;;;Yes;Direct Traffic;2;253;2;0
Engineering;30-40;Netflix;Yes;Direct Traffic;2;334;2;0
Engineering;30-40;None;Yes;Direct Traffic;4;329;2;0
;;;Yes;Direct Traffic;4;29;2;0
Engineering;30-40;;Yes;Direct Traffic;2;34;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Both;Yes;Google;5;247;5;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Law;18-30;Spotify;Yes;Google;;304;;1
Business;35-50;None;Yes;Direct Traffic;2;217;2;0
Engineering;18-30;Both;Yes;Google;2;1139;2;1
Engineering;30-40;;Yes;Google;6;198;6;0
Engineering;18-30;Netflix;Yes;Direct Traffic;8;411;2;1
Engineering;30-40;;Yes;Direct Traffic;3;62;3;0
Engineering;18-30;Both;Yes;Google;11;1549;1.57;1
Engineering;30-40;None;Yes;Google;4;185;4;0
;;;No;Facebook;0;0;0;0
Engineering;30-40;;No;Google;5;36;2.5;0
;;;Yes;Facebook;5;1291;1;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Google;10;1537;10;1
Engineering;30-40;;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Google;3;203;1.5;0
Engineering;30-40;Netflix;Yes;Google;9;1309;4.5;0
Engineering;30-40;;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Business;35-50;None;Yes;Direct Traffic;9;63;4.5;0
Engineering;30-40;None;Yes;Direct Traffic;3;1709;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;5;14;5;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;2;89;2;0
Engineering;30-40;;Yes;Google;0;0;0;1
;;;Yes;Direct Traffic;2;154;2;0
